1.460196196620619835e+00 2.236885196168229939e+01 -9.781407421309918915e-01
-4.606048525834211205e+00 2.128860640595412690e+01 -2.749637208025498269e-01
-1.024954634634540618e+01 2.244244508111031422e+01 -1.039969377157926367e+00
-1.536855965482190101e+01 2.065840522024896231e+01 -1.401351964079381007e+00
-1.961713548877454727e+01 1.968130376046281782e+01 -1.085966432426204831e+00
-2.699404007399588323e+01 2.250342191493308874e+01 2.915099825670369960e+00
-3.067428457529117480e+01 1.922509490869349236e+01 -5.705211126883947825e-01
-3.616946420186442879e+01 1.735697262854019485e+01 -1.252742418563620230e+00
-3.898373115772652397e+01 2.010624874527474759e+01 1.253098347067338914e+00
-4.268625563788396704e+01 2.050964481449744525e+01 -3.648589062112704839e-01
-4.957986248994210143e+01 2.126225795923787487e+01 9.869881722391286027e-01
-5.515132057018374923e+01 1.117519093489688942e+01 1.929409675354260001e-01
-5.782570471312679672e+01 1.782079293503712591e+01 -1.198442006460924469e+00
-6.720140793491506770e+01 2.167795557632463854e+01 -2.667226671001481919e-01
-6.947510581758831449e+01 2.110531861411445931e+01 -7.778062600266889837e-02
-7.308381224629418682e+01 1.965071836220364432e+01 4.211592030708975476e-01
-8.138804707020058515e+01 2.455485379132899837e+01 1.997956842261457089e+00
-8.832852723357650859e+01 2.168317791184926335e+01 1.485110549433943106e-01
-9.188021726247032461e+01 2.160282766223794937e+01 1.325323317424388581e+00
-9.529373879427224381e+01 1.979187656948164076e+01 -9.893475384009208229e-01
-1.020144156145926644e+02 2.260178389430760149e+01 -9.342151925413684221e-01
-1.055019150631568294e+02 2.035934305559642965e+01 3.527128960808172398e+00
-1.106614541471761157e+02 1.781944872760417553e+01 -4.001386652695227419e-01
-1.169135944488359087e+02 2.488985909940564056e+01 2.275336547587302860e+00
-1.187850032634869848e+02 1.753871877519503641e+01 -9.046869857038738472e-01
-1.299774641118915497e+02 1.600815658854050838e+01 7.032830139433950134e-02
-1.288449114840612992e+02 1.971714854698231179e+01 8.493836662119484959e-01
-1.325698866205423769e+02 2.064017340701157011e+01 -1.056948109687276149e+00
