-2.349999904632568359e+00,1.385761737823486328e+00
-2.345648052636533976e+00,1.412637233734130859e+00
-2.341296200640499592e+00,1.391293406486511230e+00
-2.336944348644465208e+00,1.397408246994018555e+00
-2.332592496648430824e+00,1.349246621131896973e+00
-2.328240644652396441e+00,1.342591166496276855e+00
-2.323888792656362057e+00,1.336322069168090820e+00
-2.319536940660327673e+00,1.356488943099975586e+00
-2.315185088664293289e+00,1.353610634803771973e+00
-2.310833236668258905e+00,1.330471396446228027e+00
-2.306481384672224522e+00,1.373474121093750000e+00
-2.302129532676190138e+00,1.359684944152832031e+00
-2.297777680680155754e+00,1.342406153678894043e+00
-2.293425828684121370e+00,1.359022021293640137e+00
-2.289073976688086987e+00,1.295330524444580078e+00
-2.284722124692052603e+00,1.299393057823181152e+00
-2.280370272696018219e+00,1.307888388633728027e+00
-2.276018420699983835e+00,1.287433266639709473e+00
-2.271666568703949451e+00,1.305758595466613770e+00
-2.267314716707915068e+00,1.313989758491516113e+00
-2.262962864711880684e+00,1.313223004341125488e+00
-2.258611012715846300e+00,1.297003030776977539e+00
-2.254259160719811916e+00,1.309029221534729004e+00
-2.249907308723777533e+00,1.283784151077270508e+00
-2.245555456727743149e+00,1.248418092727661133e+00
-2.241203604731708765e+00,1.254494786262512207e+00
-2.236851752735674381e+00,1.236564040184020996e+00
-2.232499900739639997e+00,1.249183177947998047e+00
-2.228148048743605614e+00,1.267247438430786133e+00
-2.223796196747571230e+00,1.276181578636169434e+00
-2.219444344751536846e+00,1.257773637771606445e+00
-2.215092492755502462e+00,1.258286356925964355e+00
-2.210740640759468079e+00,1.240410089492797852e+00
-2.206388788763433695e+00,1.237906098365783691e+00
-2.202036936767399311e+00,1.235877037048339844e+00
-2.197685084771364927e+00,1.255415439605712891e+00
-2.193333232775330544e+00,1.257519364356994629e+00
-2.188981380779296160e+00,1.193412423133850098e+00
-2.184629528783261776e+00,1.187713265419006348e+00
-2.180277676787227392e+00,1.202575564384460449e+00
-2.175925824791193008e+00,1.203129053115844727e+00
-2.171573972795158625e+00,1.198691844940185547e+00
-2.167222120799124241e+00,1.212699890136718750e+00
-2.162870268803089857e+00,1.199070334434509277e+00
-2.158518416807055473e+00,1.199338436126708984e+00
